UID        PID  PPID  C STIME TTY          TIME CMD
fighting  5177  5137  0 21:49 ?        00:00:09 /home/fighting/Downloads/Typora-linux-x64/Typora --type=renderer --no-sandbox --service-pipe-token=4F0306E414C65E2090172344B23EFA5F --lang=zh-CN --app-path=/home/fighting/Downloads/Typora-linux-x64/resources/app --node-integration=true --node-integration-in-worker --webview-tag=true --no-sandbox --background-color=#FEFEFE --context-id=2 --enable-pinch --num-raster-threads=4 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553 --disable-accelerated-video-decode --enable-gpu-async-worker-context --service-request-channel-token=4F0306E414C65E2090172344B23EFA5F --renderer-client-id=4 --shared-files=v8_natives_data:100,v8_snapshot_data:101
fighting  5810  2330  0 21:56 ?        00:00:16 /usr/lib/chromium-browser/chromium-browser --type=renderer --field-trial-handle=2493477725730755653,4936641144426797146,131072 --service-pipe-token=13260741495177682500 --lang=zh-CN --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=13260741495177682500 --renderer-client-id=90 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
fighting  6010  2330  3 22:01 ?        00:01:28 /usr/lib/chromium-browser/chromium-browser --type=renderer --field-trial-handle=2493477725730755653,4936641144426797146,131072 --service-pipe-token=4071595409302251482 --lang=zh-CN --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=4071595409302251482 --renderer-client-id=96 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
root      6166     2  0 22:11 ?        00:00:01 [kworker/u24:0]
root      6185     2  0 22:12 ?        00:00:00 [kworker/8:1]
root      6225     2  0 22:17 ?        00:00:00 [kworker/5:0]
root      6261     2  0 22:21 ?        00:00:00 [kworker/9:1]
root      6264     2  0 22:21 ?        00:00:01 [kworker/u24:4]
fighting  6316  2330  0 22:21 ?        00:00:06 /usr/lib/chromium-browser/chromium-browser --type=renderer --field-trial-handle=2493477725730755653,4936641144426797146,131072 --service-pipe-token=237983096665082514 --lang=zh-CN --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=237983096665082514 --renderer-client-id=101 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
root      6331     2  0 22:21 ?        00:00:00 [kworker/0:0]
root      6477     2  0 22:23 ?        00:00:00 [kworker/1:1]
root      6616     2  0 22:24 ?        00:00:00 [kworker/8:0]
root      6658     2  0 22:26 ?        00:00:00 [kworker/3:2]
root      6669     2  0 22:26 ?        00:00:00 [kworker/10:1]
root      6670     2  0 22:26 ?        00:00:00 [kworker/9:0]
root      6673     2  0 22:26 ?        00:00:00 [kworker/7:1]
root      6675     2  0 22:26 ?        00:00:00 [kworker/u24:1]
root      6679     2  0 22:27 ?        00:00:00 [kworker/6:1]
root      6687     2  0 22:28 ?        00:00:00 [kworker/11:2]
root      6689     2  0 22:28 ?        00:00:00 [kworker/2:0]
root      6752     2  0 22:34 ?        00:00:00 [kworker/4:2]
root      6753     2  0 22:34 ?        00:00:00 [kworker/5:1]
root      6792     2  0 22:39 ?        00:00:00 [kworker/5:2]
root      6793     2  0 22:39 ?        00:00:00 [kworker/4:0]
root      6804     2  0 22:40 ?        00:00:00 [kworker/3:0]
root      6811     2  0 22:41 ?        00:00:00 [kworker/u24:2]
root      6813     2  0 22:41 ?        00:00:00 [kworker/4:3]
root      6817     2  0 22:41 ?        00:00:00 [kworker/10:0]
root      6825     2  0 22:41 ?        00:00:00 [kworker/6:0]
root      6826     2  0 22:41 ?        00:00:00 [kworker/11:1]
root      6827     2  0 22:41 ?        00:00:00 [kworker/5:3]
root      6828     2  0 22:41 ?        00:00:00 [kworker/7:2]
root      6829     2  0 22:41 ?        00:00:00 [kworker/9:2]
root      6830     2  0 22:41 ?        00:00:00 [kworker/0:2]
root      6837     2  0 22:41 ?        00:00:00 [kworker/8:2]
root      6838     2  0 22:42 ?        00:00:00 [kworker/1:2]
fighting  6856  2330  0 22:42 ?        00:00:01 /usr/lib/chromium-browser/chromium-browser --type=renderer --field-trial-handle=2493477725730755653,4936641144426797146,131072 --service-pipe-token=13341992089774794217 --lang=zh-CN --instant-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=13341992089774794217 --renderer-client-id=107 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
fighting  6908  2330 14 22:42 ?        00:00:29 /usr/lib/chromium-browser/chromium-browser --type=renderer --field-trial-handle=2493477725730755653,4936641144426797146,131072 --service-pipe-token=16146371269440648898 --lang=zh-CN --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=16146371269440648898 --renderer-client-id=109 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
fighting  6947  2330  0 22:43 ?        00:00:00 /usr/lib/chromium-browser/chromium-browser --type=renderer --field-trial-handle=2493477725730755653,4936641144426797146,131072 --service-pipe-token=11948137729715374098 --lang=zh-CN --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11948137729715374098 --renderer-client-id=110 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
fighting  6960  2330  2 22:43 ?        00:00:03 /usr/lib/chromium-browser/chromium-browser --type=renderer --field-trial-handle=2493477725730755653,4936641144426797146,131072 --service-pipe-token=12150477178221555966 --lang=zh-CN --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=12150477178221555966 --renderer-client-id=111 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
fighting  7200  4626  0 22:45 pts/1    00:00:00 ps -ef
